Code,Name,Date,Price,Share,Amount,Warran,Underwriter,Sector,Subsector,Field,Website,Prospectus,Summary_Prospectus,Alamat,Image,Papan Pencatatan
RSCH,PT Charlie Hospital Semarang Tbk,28 Aug 2023,Rp115,20%,"5,300,000 lot",0,AH - SHINHAN SEKURITAS INDONESIA,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak di bidang Aktivitas Rumah Sakit Swasta,https://charliehospital.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RSCH/prospectus/xkny2xruvp.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RSCH/summary-prospectus/wcvm4lab0m.pdf,"Jl. Raya Ngabean Kav 1A, Kel. Ngabean, Kec. Boja Kab. Kendal, Jawa Tengah 51381",https://storage.googleapis.com/assets.trading.stockbit.com/company/RSCH/logo/dvrp9fpmxz.png,Pengembangan
LMAX,PT Lupromax Pelumas Indonesia Tbk,09 Aug 2023,Rp200,26.09%,"1,950,000 lot",2 : 1,AH - SHINHAN SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Bergerak dalam bidang usaha Pelumas dan Pelumas Aditif,-,https://storage.googleapis.com/assets.trading.stockbit.com/company/LMAX/prospectus/ppay34wszh.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/LMAX/summary-prospectus/46u3li4z0m.pdf,"Ruko Graha Boulevard Blok A No.15 Jl. Raya Gading Serpong Kec. Kelapa Dua,Tangerang, Banten, Indonesia - 15810",https://storage.googleapis.com/assets.trading.stockbit.com/company/LMAX/logo/ambhpswigy.png,Akselerasi
GRIA,PT Ingria Pratama Capitalindo Tbk,08 Aug 2023,Rp120,34.29%,"29,492,750 lot",0,AO - ERDIKHA ELIT SEKURITAS,Properti & Real Estat,Properti & Real Estat,Real Estat,https://ingriagroup.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRIA/prospectus/6u2k09nz8q.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRIA/summary-prospectus/4z7y8gw9wy.pdf,"Ruko Pondok Cabe Mutiara, Jalan Pondok Cabe Raya No. 27, Kecamatan Pamulang, Tangerang Selatan, Banten 15418.",https://storage.googleapis.com/assets.trading.stockbit.com/company/GRIA/logo/qbs4gsoyku.png,Pengembangan
FOLK,PT Multi Garam Utama Tbk,07 Aug 2023,Rp100,14.44%,"5,700,000 lot",2 : 1,HD - KGI SEKURITAS INDONESIA,Perindustrian,Perusahaan Holding Multi Sektor,Aktivitas Perusahaan Holding dan Aktivitas Konsultasi Manajemen,https://folkgroup.co,https://storage.googleapis.com/assets.trading.stockbit.com/company/FOLK/prospectus/43idedr1su.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/FOLK/summary-prospectus/cotu6bbv29.pdf,"Prosperity Tower 17-F District 8, SCBD, Jalan Jenderal Sudirman Kavling 52-53, Kelurahan Senayan, Kec. Kebayoran Baru, Jakarta Selatan, Provinsi DKI Jakarta, 12190",https://storage.googleapis.com/assets.trading.stockbit.com/company/FOLK/logo/vzbsjlqevb.png,Pengembangan
PPRI,PT Paperocks Indonesia Tbk.,08 Aug 2023,Rp140,25.58%,"2,750,000 lot",5 : 3,IU - INDO CAPITAL SEKURITAS,Barang Baku,Barang Baku,Bergerak Dalam Bidang Perdagangan Besar Barang Dari Kertas Dan Karton,https://paperocks.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/PPRI/prospectus/9bqk9ahtaf.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PPRI/summary-prospectus/k0wuytg9bq.pdf,"Ruko Cibubur Times Square Blok C 1 N0. 23, Jalan Alternatif Cibubur RT.001/RW.010, Kelurahan Jatikarya, Kecamatan Jatisampurna, Kota Bekasi, Jawa Barat 17435",https://storage.googleapis.com/assets.trading.stockbit.com/company/PPRI/logo/ioab2haims.png,Pengembangan
CYBR,PT ITSEC Asia Tbk,08 Aug 2023,Rp100,15.64%,"10,087,348 lot",2 : 1,YP - MIRAE ASSET SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Aktivitas Konsultasi Keamanan Informasi,https://www.itsec.asia,https://storage.googleapis.com/assets.trading.stockbit.com/company/CYBR/prospectus/romgvefs5y.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CYBR/summary-prospectus/i6wub0uywu.pdf,"Kantor Pusat : Gedung Noble House Lantai 11 Unit 2 & 3 Jl. Dr Ide Anak Agung Gde Agung Kavling E.4.2 No 2, Mega Kuningan Kelurahan Kuningan Timur, Kecamatan Setiabudi Jakarta Selatan, Indonesia 12950",https://storage.googleapis.com/assets.trading.stockbit.com/company/CYBR/logo/wuk9xwy58o.png,Pengembangan
HUMI,PT Humpuss Maritim Internasional Tbk,09 Aug 2023,Rp100,15%,"27,070,000 lot",2 : 1,LS - RELIANCE SEKURITAS INDONESIA TBK.,Energi,"Minyak, Gas, & Batu Bara","Aktivitas Perusahaan Holding, Angkutan Laut dalam Negeri untuk Barang Khusus",https://humi.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HUMI/prospectus/spd50xrapa.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HUMI/summary-prospectus/rrk3o6ymuy.pdf,"Gedung Mangkuluhur City Tower One Lt. 27 Jl. Jend Gatot Subroto Kav 1, Karet Semanggi Setiabudi, Jakarta Selatan. 12930",https://storage.googleapis.com/assets.trading.stockbit.com/company/HUMI/logo/np99i3ly0h.png,Utama
MSIE,PT Multisarana Intan Eduka Tbk,10 Aug 2023,Rp100,27.5%,"4,173,000 lot",2 : 1,EP - MNC SEKURITAS,Properti & Real Estat,Properti & Real Estat,Real estat dan aktivitas penyewaan dan sewa guna usaha tanpa hak opsi,https://msie.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/MSIE/prospectus/ih6dib41bf.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MSIE/summary-prospectus/m9nlg82wdz.pdf,"Jl. Raya Kedung Baruk No. 112 – 114 Penjaringan Sari, Kec. Rungkut, Kota Surabaya, Jawa Timur",https://storage.googleapis.com/assets.trading.stockbit.com/company/MSIE/logo/9dncllr89w.png,Akselerasi
ERAL,PT Sinar Eka Selaras Tbk,08 Aug 2023,Rp390,20%,"10,375,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Perdagangan Ritel,Aktivitas Perdagangan Besar serta Perdagangan Eceran melalui Perusahaan Anak,https://www.ses.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/ERAL/prospectus/emv0cdvpzb.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ERAL/summary-prospectus/4hxnlbg0kw.pdf,"Erajaya Plaza Jalan Bandengan Selatan No. 19-20, Kel. Pekojan, Kec. Tambora Kota Jakarta Barat, DKI Jakarta 11240",https://storage.googleapis.com/assets.trading.stockbit.com/company/ERAL/logo/pdypdpbpjy.png,Utama
HBAT,PT Minahasa Membangun Hebat Tbk,07 Aug 2023,Rp108,23.13%,"2,407,408 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Properti & Real Estat,Properti & Real Estat,Bergerak dalam Bidang Usaha Real Estate,https://mmhebat.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HBAT/prospectus/l4276az7z5.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HBAT/summary-prospectus/q4f6pmmlsl.pdf,"Perumahan Sawangan Permai Kel. Sawangan, Kec. Tombulu, Kab. Minahasa, Prov. Sulawesi Utara 95663, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/HBAT/logo/smp08ha7eg.png,Akselerasi
MUTU,PT MUTUAGUNG LESTARI TBK,09 Aug 2023,Rp108,30%,"9,428,572 lot",4 : 1,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,Perindustrian,Jasa Perindustrian,"Jasa Pengujian, Inspeksi dan Sertifikasi",https://www.mutucertification.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/MUTU/prospectus/dpvqgaappz.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MUTU/summary-prospectus/jh8iytnlfj.pdf,"Jl. Raya Bogor KM 33,5 No. 19 Cimanggis Depok, 16453",https://storage.googleapis.com/assets.trading.stockbit.com/company/MUTU/logo/pnw69ud7o9.png,Pengembangan
CNMA,PT Nusantara Sejahtera Raya Tbk,02 Aug 2023,Rp270,10%,"83,350,000 lot",0,CC - MANDIRI SEKURITAS,Barang Konsumen Non-Primer,Barang Rekreasi,Bioskop dan Restoran,https://www.cinema21.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CNMA/prospectus/3takn4mq1p.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CNMA/summary-prospectus/j29ya4v419.pdf,Jl. KH Wahid Hasyim No.96-A Jakarta Pusat 10340,https://storage.googleapis.com/assets.trading.stockbit.com/company/CNMA/logo/mse265v8f4.png,Utama
RMKO,PT Royaltama Mulia Kontraktorindo Tbk,31 Jul 2023,Rp450,20%,"2,500,000 lot",0,MI - VICTORIA SEKURITAS INDONESIA,Energi,"Minyak, Gas, & Batu Bara",Jasa Penunjang Pertambangan dan Jasa Penyewaan Alat-Alat Berat,http://www.rmko.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RMKO/prospectus/3aul32kj9c.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RMKO/summary-prospectus/ne95hez4a7.pdf,"Wisma RMK, Jl. Puri Kencana Blok M4 No. 1, Kembangan Selatan, Jakarta Barat 11610",https://storage.googleapis.com/assets.trading.stockbit.com/company/RMKO/logo/qr3wzh40pu.png,Pengembangan
MAHA,PT Mandiri Herindo Adiperkasa Tbk,25 Jul 2023,Rp118,25%,"41,660,000 lot",0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,Energi,"Minyak, Gas, & Batu Bara",Aktivitas jasa penunjang pertambangan,https://www.mha.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAHA/prospectus/t2zp1xkav0.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAHA/summary-prospectus/fy05w6ta8o.pdf,"Gedung Office 8, Lantai 31 Unit A Jl. Senopati Raya No.8B, SCBD Lot 28, Kav. 52-53 Jakarta 12190, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/MAHA/logo/zmszynzyow.png,Utama
INET,PT Sinergi Inti Andalan Prima Tbk,24 Jul 2023,Rp101,20%,"15,000,000 lot",5 : 7,AH - SHINHAN SEKURITAS INDONESIA,Teknologi,Perangkat Keras & Peralatan Teknologi,Bergerak di bidang Teknologi Informasi,https://siapnetworks.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/INET/prospectus/f698k5cxw6.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/INET/summary-prospectus/z707tj56rw.pdf,"Gedung Cyber 1, Lantai 10, Jl. Kuningan Barat No.8, Jakarta Selatan 12710",https://storage.googleapis.com/assets.trading.stockbit.com/company/INET/logo/hcozllkfn7.png,Pengembangan
TGUK,PT Platinum Wahab Nusantara Tbk,10 Jul 2023,Rp110,30%,"10,714,290 lot",5 : 2,MG - SEMESTA INDOVEST SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Makanan dan Minuman,https://teguk.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/TGUK/prospectus/reav92pz13.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TGUK/summary-prospectus/7f10ias5n2.pdf,"Ruko Golden Square Blok GSS No. 2 Jl. Ciater Raya, Kelurahan Mekarjaya, Kecamatan Serpong Tangerang Selatan, Banten 15321",https://storage.googleapis.com/assets.trading.stockbit.com/company/TGUK/logo/z5372esh0e.png,Pengembangan
CRSN,PT Carsurin Tbk,10 Jul 2023,Rp125,20.75%,"6,000,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,"Testing, Inspection, Certification",https://www.carsurin.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRSN/prospectus/e4ve8fx23g.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRSN/summary-prospectus/3xje3k1xf1.pdf,"SOHO CAPITAL, 28th Floor Jl. Letjen S. Parman Kav.28, Grogol Petamburan, Jakarta Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/CRSN/logo/w56y8m4bia.png,Pengembangan
WIDI,PT Widiant Jaya Krenindo Tbk,10 Jul 2023,Rp100,25%,"4,000,000 lot",20 : 21,SH - ARTHA SEKURITAS INDONESIA,Perindustrian,Barang Perindustrian,Bergerak dalam Bidang Jasa Sewa Alat Berat Beserta Operator,https://www.ptwidi.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/WIDI/prospectus/wqw6qwjbhr.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/WIDI/summary-prospectus/45wab2tn3k.pdf,"Jl. Teh No. 4-6, RT.7/RW.3, Kel. Pinangsia, Kec. Taman Sari, Jakarta Barat, 11110, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/WIDI/logo/2tpj3wi6ia.png,Akselerasi
GRPM,PT Graha Prima Mentari Tbk,10 Jul 2023,Rp120,20%,"3,090,000 lot",2 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Transportasi & Logistik,Logistik & Pengantaran,Bidang Usaha Distribusi Minuman Berkarbonasi,https://grahaprimamentari.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRPM/prospectus/mep4hfntkz.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRPM/summary-prospectus/b75i13ghtm.pdf,Jl. Tuparev No. 87A. Cirebon - Jawa Barat,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRPM/logo/pehok8crum.png,Akselerasi
AMMN,PT Amman Mineral Internasional Tbk.,07 Jul 2023,Rp1695,10%,"72,875,200 lot",0,CC - MANDIRI SEKURITAS,Barang Baku,Barang Baku,Aktivitas Perusahaan Holding,https://www.amman.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMN/prospectus/d65a7mm1w3.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMN/summary-prospectus/uuteqi5k54.pdf,"Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl. H.R. Rasuna Said Blok X-5 Kav. 1-2 Jakarta Selatan 12950",https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMN/logo/l1k1f5evx1.png,Utama
VKTR,PT VKTR Teknologi Mobilitas Tbk,19 Jun 2023,Rp100,20%,"87,500,000 lot",0,KI - CIPTADANA SEKURITAS ASIA,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,"Bergerak di bidang perdagangan KBLBB, komponen suku cadang, dan industri pengecoran besi",https://www.vktr.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/VKTR/prospectus/zodmspn5dq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/VKTR/summary-prospectus/yul09wl9u9.pdf,Bakrie Tower Lantai 35 Jl. H.R. Rasuna Said Jakarta 12940,https://storage.googleapis.com/assets.trading.stockbit.com/company/VKTR/logo/poyupbchcd.png,Pengembangan
RELF,PT Graha Mitra Asia Tbk,22 Jun 2023,Rp90,20.95%,"12,000,000 lot",1 : 1,AI - UOB KAY HIAN SEKURITAS,Properti & Real Estat,Properti & Real Estat,Property & Real Estate,http://www.relifeasia.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RELF/prospectus/v6i1h2dlxs.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RELF/summary-prospectus/iygd8cmx0b.pdf,Sovereign Plaza Lt.5A Kav.36 Jl TB Simatupang Kota Jakarta Selatan - Daerah Khusus Ibukota Jakarta 12430,https://storage.googleapis.com/assets.trading.stockbit.com/company/RELF/logo/ykb8ep83m0.png,Akselerasi
KLAS,PT Pelayaran Kurnia Lautan Semesta Tbk,12 Jun 2023,Rp146,24.94%,"5,400,000 lot",0,GR - PANIN SEKURITAS TBK.,Transportasi & Logistik,Logistik & Pengantaran,Bergerak di bidang angkutan laut dalam negeri barang umum,https://www.pelayarankls.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLAS/prospectus/g7m42zfisy.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLAS/summary-prospectus/42bmsmvcbt.pdf,"Rukan Grand Puri Niaga Jl. Puri Kencana Blok K6 No 3-O Kel. Kembangan Selatan, Kec. Kembangan Kota Administrasi Jakarta Barat 11610",https://storage.googleapis.com/assets.trading.stockbit.com/company/KLAS/logo/wv8ril4vh4.png,Pengembangan
MAXI,PT Maxindo Karya Anugerah Tbk,12 Jun 2023,Rp100,10.41%,"10,000,000 lot",1 : 1,AH - SHINHAN SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,Bergerak dalam bidang usaha Industri Makanan Ringan,https://maxisnacks.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAXI/prospectus/xsihsb71zr.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MAXI/summary-prospectus/20fyfrecko.pdf,"Kawasan Industri Sentul Jl. Cahaya Raya Kav H5, Desa Leuwinutug, Kec. Citeureup Bogor, Jawa Barat 16180, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/MAXI/logo/czvxxg9riv.png,Pengembangan
MPXL,PT MPX Logistics International Tbk,09 May 2023,Rp108,20%,"4,000,000 lot",5 : 1,GR - PANIN SEKURITAS TBK.,Transportasi & Logistik,Logistik & Pengantaran,Bergerak di bidang Pengangkutan dan Perdagangan,https://www.mpxlogistic.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/MPXL/prospectus/e7hnrltvdg.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MPXL/summary-prospectus/6iede2x60u.pdf,"Jl. Soekarno Hatta No. 16 A Kampung Baru Raya, Labuhan Ratu, Bandar Lampung Lampung 35148",https://storage.googleapis.com/assets.trading.stockbit.com/company/MPXL/logo/rqs54vojfr.png,Pengembangan
JATI,PT Informasi Teknologi Indonesia Tbk,08 May 2023,Rp100,20%,"6,525,000 lot",1 : 1,HD - KGI SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Perdagangan Teknologi Informasi,https://jatismobile.com/id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/JATI/prospectus/7070ka90gs.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/JATI/summary-prospectus/jl0hqrj71u.pdf,"Graha Orange Jl. Mampang Prapatan Raya No.3 Mampang Prapatan, Jakarta Selatan 12790",https://storage.googleapis.com/assets.trading.stockbit.com/company/JATI/logo/qal4gbkx5s.png,Pengembangan
RAAM,PT Tripar Multivision Plus Tbk.,08 May 2023,Rp234,15%,"9,292,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Non-Primer,Media & Hiburan,Entertainment & Movie Production,https://www.mvpworld.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAAM/prospectus/nqagvbb8gp.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAAM/summary-prospectus/qxooo1s05j.pdf,"Multivision Tower, Lt. 21 – 23 Jl. Kuningan Mulia Lot 9B, Kuningan Jakarta Selatan 12980, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/RAAM/logo/yv54i0dkrq.png,Utama
DOOH,PT Era Media Sejahtera Tbk,08 May 2023,Rp100,20%,"15,475,000 lot",5 : 4,IU - INDO CAPITAL SEKURITAS,Barang Konsumen Non-Primer,Media & Hiburan,Bergerak dalam bidang Aktivitas Periklanan dan Konsultasi Manajemen lainya,https://www.sspace.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/DOOH/prospectus/g059ip9f4z.2,https://storage.googleapis.com/assets.trading.stockbit.com/company/DOOH/summary-prospectus/hcongsfv37.2,"Ruko Fatmawati Mas Blok B5 Kav 205 Jl. RS Fatmawati No 20, Cilandak Barat, Cilandak, Jakarta Selatan, Indonesia – Kode pos 12430",https://storage.googleapis.com/assets.trading.stockbit.com/company/DOOH/logo/qhrb6xjd2q.png,Pengembangan
TYRE,PT King Tire Indonesia Tbk,08 May 2023,Rp138,20.13%,"7,000,000 lot",2 : 1,MI - VICTORIA SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Bergerak dalam bidang Industri Ban Luar dan Ban Dalam,https://www.kingland.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/TYRE/prospectus/wd8kddromq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TYRE/summary-prospectus/gyovnnwq1h.pdf,"Jl. Raya Serang KM. 68 Desa Nambo Ilir, Kecamatan Kibin Kabupaten Serang – Banten 42185",https://storage.googleapis.com/assets.trading.stockbit.com/company/TYRE/logo/jjasajh44k.png,Pengembangan
SMIL,PT Sarana Mitra Luas Tbk,12 May 2023,Rp100,20%,"17,500,000 lot",5 : 7,EP - MNC SEKURITAS,Perindustrian,Jasa Perindustrian,Penyewaan Forklift dan Material Handling Equipment Lainnya,https://www.sml.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SMIL/prospectus/7ey98fxjk8.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SMIL/summary-prospectus/wf6z8kmlf9.pdf,"Jl. Gemalapik Raya, Pasirsari, Cikarang Selatan, Bekasi, Jawa Barat 17530",https://storage.googleapis.com/assets.trading.stockbit.com/company/SMIL/logo/616qe8gqwz.png,Utama
AWAN,PT Era Digital Media Tbk,18 Apr 2023,Rp100,21.83%,"7,500,000 lot",0,IF - SAMUEL SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Jasa Konten SMS Premium dan Aktivitas Perusahaan Holding,https://ptedm.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/AWAN/prospectus/ffa17y23p1.5)%20(Relaksasi),https://storage.googleapis.com/assets.trading.stockbit.com/company/AWAN/summary-prospectus/puc9xsgsc9.pdf,"Jl. Cikini Raya No. 72, Desa/Kelurahan Cikini, Kec. Menteng, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10330",https://storage.googleapis.com/assets.trading.stockbit.com/company/AWAN/logo/1t4a6qg36m.png,Pengembangan
MENN,PT Menn Teknologi Indonesia Tbk,18 Apr 2023,Rp78,30%,"4,302,000 lot",3 : 2,IU - INDO CAPITAL SEKURITAS,Teknologi,Perangkat Keras & Peralatan Teknologi,Bergerak Dalam Bidang Teknologi Digital Penyedia Solusi Sistem Informasi Berbasis Internet of Things,https://www.menngroup.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/MENN/prospectus/r28bl527tk.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MENN/summary-prospectus/956qb7vc10.pdf,"Mall Ambasador Lt.5 No. 9F Jl. Prof. Dr. Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan, Indonesia - 12940",https://storage.googleapis.com/assets.trading.stockbit.com/company/MENN/logo/w3kw1wfcnh.png,Akselerasi
PIPA,PT Multi Makmur Lemindo Tbk,10 Apr 2023,Rp105,27.01%,"9,250,000 lot",10 : 9,AH - SHINHAN SEKURITAS INDONESIA,Perindustrian,Barang Perindustrian,Bergerak di bidang manufaktur material bahan bangunan dari plastik berbahan dasar PVC dan perdagang,https://www.multimakmurlemindo.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PIPA/prospectus/zanx0ktmq0.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PIPA/summary-prospectus/xkcc968bgj.pdf,"Jl. Sultan Iskandar Muda No.70, Kedaung Baru, Neglasari Tangerang, Banten. 15128",https://storage.googleapis.com/assets.trading.stockbit.com/company/PIPA/logo/lu2o6i4zp1.png,Pemantauan Khusus
NCKL,PT Trimegah Bangun Persada Tbk,12 Apr 2023,Rp1250,12.67%,"79,976,000 lot",0,CC - MANDIRI SEKURITAS,Barang Baku,Barang Baku,Bergerak di bidang usaha Pertambangan Bijih Nikel,https://www.tbpnickel.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/NCKL/prospectus/588075a0sh.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NCKL/summary-prospectus/4ii259owf1.pdf,"Gedung Bank Panin Lt. 2 Jalan Jendral Sudirman Kav. 1 Kelurahan Gelora, Kecamatan Tanah Abang, Jakarta Pusat 10270",https://storage.googleapis.com/assets.trading.stockbit.com/company/NCKL/logo/pun395ey17.png,Utama
GTRA,PT Grahaprima Suksesmandiri Tbk,30 Mar 2023,Rp150,20%,"3,788,750 lot",0,AI - UOB KAY HIAN SEKURITAS,Transportasi & Logistik,Logistik & Pengantaran,Bergerak dalam bidang angkutan bermotor untuk barang umum,https://www.grahatrans.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/GTRA/prospectus/vy5sshp03u.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GTRA/summary-prospectus/72pzvufiau.pdf,"Gedung Graha 55 Lt.3, Jalan Tanah Abang II No. 57 Kel. Petojo Selatan, Kec. Gambir, Jakarta Pusat 10160, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/GTRA/logo/o64e7coamv.png,Pengembangan
HAJJ,PT Arsy Buana Travelindo Tbk,05 Apr 2023,Rp140,29.99%,"6,871,000 lot",5 : 4,SF - SURYA FAJAR SEKURITAS,Barang Konsumen Non-Primer,Jasa Konsumen,Perseroan bergerak dalam bidang Jasa Penyedia Akomodasi Perjalanan Wisata,https://abttravel.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HAJJ/prospectus/pcvfp82ar2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HAJJ/summary-prospectus/ih8y8t90b3.pdf,"Ruko Harvest No. 3, Jl. Merpati Raya, Kel. Sawah, Kec. Ciputat, Kota Tangerang Selatan, 15413",https://storage.googleapis.com/assets.trading.stockbit.com/company/HAJJ/logo/m1st7bvmfv.png,Akselerasi
NSSS,PT Nusantara Sawit Sejahtera Tbk,10 Mar 2023,Rp127,15%,"35,682,353 lot",2 : 1,IF - SAMUEL SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,Aktivitas Perusahaan Holding dan Aktivitas Konsultasi Manajemen Lainnya,https://nssgroup.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/NSSS/prospectus/tyizxm52qk.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NSSS/summary-prospectus/slsy72jmxl.pdf,"Menara Imperium LT20, Suite C, Jalan H.R. Rasuna Said Kav.1, Kelurahan Guntur, Kecamatan Setiabudi, Kota Administrasi Jakarta Selatan 12980, Provinsi DKI Jakarta",https://storage.googleapis.com/assets.trading.stockbit.com/company/NSSS/logo/fw28dz0lt3.png,Pengembangan
CUAN,PT Petrindo Jaya Kreasi Tbk,08 Mar 2023,Rp220,15.03%,"16,900,000 lot",0,HP - HENAN PUTIHRAI SEKURITAS,Energi,"Minyak, Gas, & Batu Bara",Pertambangan Batubara,https://petrindo.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CUAN/prospectus/0wj2dbuhy1.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CUAN/summary-prospectus/jzbbt5ijz1.pdf,"Gedung Wisma Barito Pacific, lantai 3 B Jl. Let. Jend. S. Parman Kav. 62-63, Jakarta.",https://storage.googleapis.com/assets.trading.stockbit.com/company/CUAN/logo/i9ifi6cbqc.png,Utama
